Word,Count,Translation
darcy,2588,δάνειος
scales,2588,Ζυγός
testified,2587,μαρτυρούμενος
gigi,2587,γίγαντα
twenty-five,2587,είκοσι πέντε
bypass,2587,παράκαμψη
pneumonia,2587,πνευμονία
manly,2587,ανδροπρεπής
medicines,2586,φάρμακα
slowing,2586,επιβράδυνση
groan,2586,βογγητό
dungeon,2586,μπουντρούμι
chaps,2585,πενιχρά
ncis,2585,NCIS
consequence,2585,συνέπεια
intercept,2585,αναχαιτίζω
badass,2585,άσχημος
examples,2584,παραδείγματα
fists,2584,γροθιές
klink,2584,klink
substantial,2582,ουσιώδης
brag,2582,καυχιέμαι
pitcher,2582,στάμνα
onboard,2581,επί του σκάφους
amigo,2581,αμάνι
courtyard,2581,αυλή
royalty,2580,βασιλεία
spontaneous,2580,αυθόρμητος
ca,2580,περίπου
restroom,2579,τουαλέτα
peep,2579,κρυφοκοιτάζω
negotiating,2579,διαπραγματευτικός
ache,2575,πόνος
swat,2575,χτυπώ
emerge,2575,αναδύομαι
gambler,2575,χαρτοπαίχτης
references,2574,βιβλιογραφικές αναφορές
bonjour,2574,Καλημέρα
darkest,2574,πιο σκοτεινός
insecure,2574,ανασφαλής
attendant,2574,παραστάτης
sympathetic,2573,συμπονετικός
lila,2572,Λίλα
heroine,2571,ηρωίδα
choked,2571,πνιγμένος
unidentified,2570,άγνωστος
plumbing,2570,υδραυλικά
darker,2569,πιο σκούρος
ariel,2569,Αριέλ
crude,2568,ακατέργαστος
dictionary,2567,λεξικό
sparks,2567,σπινθήρας
auditions,2567,οντισιόν
demo,2567,διαδήλωση
ta-da,2567,ta-da
oppose,2566,εναντιώνομαι
fingernails,2566,νύχι
mineral,2566,ορυκτό
collateral,2566,εγγύηση
istanbul,2565,Κωνσταντινούπολη
venom,2565,δηλητήριο
tempting,2565,πειρασμός
relay,2564,αναμετάδοση
bamboo,2564,μπαμπού
particle,2564,σωματίδιο
ying,2563,χινγκ
torres,2563,Torres
broadcasting,2563,ραδιοφωνικός
banking,2562,ΤΡΑΠΕΖΙΚΕΣ ΕΡΓΑΣΙΕΣ
reminding,2561,υπόμνηση
cassidy,2561,κοφτερός
axl,2561,axl
ferguson,2560,Φέργκιουσον
estimated,2560,εκτιμώμενος
hebrew,2559,Εβραϊκά
electronics,2558,ΗΛΕΚΤΡΟΝΙΚΑ ΕΙΔΗ
octopus,2558,χταπόδι
meaningful,2558,με νοημα
stranded,2558,απομεμονωμένος
daytime,2557,ημέρα
dowry,2556,προίκα
starved,2556,λιμοκτονικός
ex-girlfriend,2556,πρωην κοπελα
collision,2556,σύγκρουση
admitting,2556,παραδοχός
comeback,2556,ελα πισω
hungarian,2555,ουγγρικός
faculty,2555,σχολή
operative,2555,ενεργός
liza,2555,Λίζα
tenants,2554,ενοικιαστές
revealing,2553,αποκαλυπτικός
ko,2552,είδος
ounce,2552,ουγκιά
mediterranean,2552,μεσογειακός
gadget,2551,επινόημα
paramedics,2551,παραϊατρικό
console,2550,κονσόλα
cyril,2550,Κύριλλος
drawers,2550,σώβρακο
caravan,2549,τροχόσπιτο
spinal,2549,νωτιαίος
bummer,2548,καυγάς
crippled,2547,παγωμένος
bled,2547,κρίνω
defy,2546,προκαλώ
luna,2546,Σελήνη
herbs,2545,βότανα
hwang,2544,Hwang
queue,2543,Ουρά
blinded,2543,τυφλωμένος
studios,2543,στούντιο
9th,2543,9ος
goddammit,2542,να πάρει η ευχή
recess,2541,εσοχή
countdown,2541,αντίστροφη μέτρηση
maddy,2541,λοξός
dracula,2541,Δράκουλα
alarms,2540,συναγερμός
gaining,2539,κερδίζοντας
quarterback,2538,τριμήνος
maxine,2538,μέγιστη
eminence,2537,υπεροχή
willingly,2537,οικειοθελώς
investigators,2537,ερευνητές
speculation,2536,κερδοσκοπία
t??,2536,t??
clearer,2536,σαφέστερη
gino,2536,γινέος
cheeky,2535,θρασύς
powerless,2535,ανίσχυρος
lapd,2535,λακκούβα
cruelty,2534,σκληρότητα
external,2534,εξωτερικός
arjun,2533,arjun
quarantine,2533,καραντίνα
shush,2533,επιβάλλω σιωπή
allegations,2533,ισχυρισμοί
tito,2531,Τίτο
sands,2531,άμμος
spelling,2531,ορθογραφία
che,2530,ενωμένος
headline,2529,επικεφαλίδα
taliban,2529,Ταλιμπάν
tablet,2529,δισκίο
founder,2528,ιδρυτής
gandhi,2528,Γκάντι
squash,2527,σκουός
josie,2527,δίδυμος
jets,2527,τζετ
saloon,2527,ποτοπολείο
tuition,2526,δίδακτρα
tame,2526,εξημερώνω
occasional,2526,τυχαίος
apologized,2525,ζήτησε συγγνώμη
clinical,2525,κλινικός
serpent,2525,φίδι
criticism,2525,κριτική
sawyer,2524,πριονιστής
fading,2524,ξεθώριασμα
viktor,2524,βίκτορος
prop,2523,στήριγμα
shoved,2522,ποτό
mend,2522,επιδιόρθωση
lonesome,2522,έρημος
separately,2522,χωριστά
reg,2522,κονσέρβα
evie,2522,Εύας
waitin,2521,αναμονή
'n,2521,«Ν
legion,2521,λεγεώνας
tsk,2520,τσιμπίδα
arabs,2520,Άραβες
accompanied,2520,συνοδευόμενος
tread,2520,πάτημα
findings,2520,ευρήματα
toronto,2519,Τορόντο
exploit,2518,εκμεταλλεύομαι
proposing,2518,προτείνων
shi,2518,σοφός
scorpion,2518,σκορπιός
of-,2518,του-
zoey,2517,ζωηρός
curb,2517,χαλιναγώγηση
opium,2516,όπιο
athletic,2516,αθλητικός
bombed,2516,βομβαρδισμένος
jumper,2515,άλτης
weaker,2514,ασθενέστερος
suing,2514,αταξία
bianca,2513,Μπιάνκα
seminar,2513,σεμινάριο
confirms,2513,επιβεβαιώνει
commence,2513,αρχίζω
plains,2511,πεδιάδα
debra,2511,διάβημα
readers,2510,αναγνώστες
neglected,2510,αφρόντιστος
tavern,2510,καπηλειό
worthwhile,2510,που αξίζει τον κόπο
morale,2510,ηθικό
cleaners,2510,καθαριστικά
caviar,2510,χαβιάρι
welcoming,2510,υποδοχή
kimberly,2510,κιμούργος
evaluation,2509,εκτίμηση
f.,2509,φά.
occurs,2508,λαμβάνει χώρα
rituals,2507,τελετουργίες
morton,2506,βρώμικος
disguised,2506,μεταμφιεσμένοι
precision,2506,ακρίβεια
cube,2505,κύβος
revelation,2505,αποκάλυψη
titanic,2505,τιτανικός
realizing,2505,συνειδητοποιημένος
doggy,2505,σκυλάκι
babbling,2504,φουσκωτό
cheung,2502,ευσπλαχνία
dora,2502,Ντόρα
tenant,2502,ενοικιαστής
riches,2502,πλούτη
diabetes,2501,Διαβήτης
alternate,2500,εναλλακτικό
diversion,2499,εκτροπή
effectively,2498,αποτελεσματικά
dedication,2498,αφιέρωση
wager,2498,στοίχημα
companions,2498,σύντροφος
sinclair,2497,Sinclair
bailed,2497,θητεμένος
smelly,2497,δύσοσμος
ratings,2496,ακροαματικότητα
trench,2496,χαράκωμα
cameraman,2495,καπετάνιο
dillon,2495,θόρυβος
hawkins,2494,ερυθρός
stanton,2494,Stanton
ajay,2494,προσβάλλω
edison,2494,Έντισον
batter,2493,ροπαλοφόρος
dye,2493,βαφή
abduction,2493,απαγωγή
prospect,2493,προοπτική
morrison,2493,κηλίδα
brighter,2493,φωτεινότερος
wider,2493,ευρύτερος
alma,2492,αλμά
manslaughter,2492,ανθρωποκτονία
remedy,2492,θεραπεία
damp,2492,υγρασία
thigh,2491,μήρος
cologne,2491,Κολόνια
accusation,2491,κατηγορία
outsider,2491,ξένος
serum,2490,ορρός
whats,2490,τι
spaces,2490,χώρος
oral,2489,από το στόμα
shades,2489,αποχρώσεις
woe,2489,αλίμονο
elise,2488,ελιγμός
receipts,2488,ΑΠΟΔΕΙΞΗ ΕΙΣΠΡΑΞΗΣ
alias,2488,ψευδώνυμο
notified,2487,ειδοποιημένος
apron,2487,ποδιά
kentucky,2486,Κεντάκι
vein,2485,φλέβα
tonic,2485,τόνικ
squeaks,2485,τριβεί
dim,2484,αμυδρός
steep,2484,απότομος
sod,2484,χλοοτάπητας
presenting,2484,παρουσίαση
cinderella,2484,Σταχτοπούτα
cub,2483,νεογνό ζώου
chung,2482,σκαρφαλώνω
eyewitness,2481,αυτόπτης μάρτυρας
flattering,2480,κολακευτικός
overdose,2479,υπερβολική δόση
kathleen,2479,κατλένη
doubled,2479,διπλασιασμένος
della,2477,τραβέλλα
suckers,2477,κορόιδο
automobile,2476,αυτοκίνητο
cain,2476,Κάιν
loo,2475,τουαλέτα
brittany,2474,Βρετανή
bullied,2474,εκφοβισμένος
spider-man,2474,άνθρωπος αράχνη
humphrey,2474,αιμορραγία
tyson,2473,τυστόνος
kidnapper,2473,απαγωγέας
dispose,2473,διαθέτω
margarita,2473,μαργαρίτα
hash,2472,χασίσι
grieving,2472,θλίψη
initials,2472,αρχικά
hound,2470,κυνηγόσκυλο
boogie,2470,μπούγκι
dawg,2469,σκυλάκι
perp,2469,βυθίζω
cloak,2469,μανδύας
crabs,2468,καβούρια
pastry,2468,ζύμη
successor,2467,διάδοχος
hola,2467,Χόλα
michele,2467,Μίτσελ
cheerleader,2466,μαζορέτα
slips,2466,γλιστρά
critics,2465,επικριτές
recruited,2464,στρατολογημένος
macho,2464,μαργαριτάρι
stunned,2464,εμβρόντητος
fuller,2463,πληρέων
mornings,2463,πρωινά
accidental,2461,τυχαίος
lara,2461,Λάρα
convey,2461,"μεταφέρω, εκφράζω"
prototype,2461,πρωτότυπο
superiors,2460,ανώμαλοι
barcelona,2460,Βαρκελώνη
fling,2460,ρίψιμο
froze,2460,πάγωμα
atoms,2460,ατόμων
kidnappers,2459,απαγωγές
cupcake,2459,κεκάκι
athletes,2459,αθλητές
warsaw,2459,Βαρσοβία
pleasures,2458,απολαύσεις
ax,2457,τσεκούρι
kumar,2456,κούρεμα
uptight,2456,νευρική υπερένταση
inclined,2456,κεκλιμένος
stockings,2455,κάλτσες
scrooge,2455,σπαγγοραμμένος
fingerprint,2454,δακτυλικό αποτύπωμα
harmed,2454,βλάβη
sensational,2454,εντυπωσιακός
jockey,2453,αναβάτης
mourn,2453,θρηνώ
intercom,2453,ενδοεπιχειρησιακή
tory,2452,άγγλος συντηρητικός
penthouse,2452,ρετιρέ
forthe,2451,για το
eileen,2451,Eileen
ginny,2451,τζινί
quack,2451,κομπογιαννίτης
peck,2450,τσιμπώ
gospel,2450,Ευαγγέλιο
'what,2449,'τι
presumably,2449,πιθανώς
signatures,2448,υπογραφές
hyung,2448,υαντικός
aspects,2448,πτυχές
assumption,2448,υπόθεση
rumbles,2447,κροτάλισμα
hugging,2447,αγκάλιασμα
sideways,2447,στα πλάγια
theodore,2446,Θεόδωρος
organisation,2446,οργάνωση
lowered,2445,χαμηλλωμένος
youtube,2445,YouTube
ct,2445,CT
jaws,2445,σιαγόνα
troll,2444,γίγας
squid,2444,καλαμάρι
designers,2444,σχεδιαστές
mushroom,2444,μανιτάρι
freeway,2443,αυτοκινητόδρομος
believer,2443,πιστός
possessions,2442,αγαθά
tunes,2441,μελωδία
tornado,2441,ανεμοστρόβιλος
cowardly,2441,δειλά
notch,2440,εγκοπή
routes,2440,διαδρομές
winters,2439,χειμώνες
elijah,2439,Ηλία
annoy,2439,ενοχλώ
loaf,2438,φρατζόλα
commercials,2438,διαφημίσεις
idiotic,2438,βλακώδης
inconvenience,2437,ενόχληση
plum,2437,δαμάσκηνο
solicitor,2437,δικηγόρος
amnesia,2436,αμνησία
deborah,2436,Ντέμπορα
distinct,2436,διακριτή
sweeping,2435,σκούπισμα
arson,2435,εμπρησμός
doubted,2435,αμφιλεγόμενος
furthermore,2435,επί πλέον
quarry,2434,λατομείο
50s,2434,50s
puss,2432,μούτρο
farts,2432,πραξίματα
guo,2432,γουός
depot,2431,αμαξοστάσιο
evenings,2430,βραβεία
ole,2430,ole
circulation,2430,κυκλοφορία
socialist,2430,σοσιαλιστής
melinda,2430,Melinda
dryer,2429,στεγνωτήριο
mutters,2429,μουρμουρίζω
vomiting,2429,εμετός
brock,2428,σοφός
fei,2428,FEI
candis,2428,κούνημα
moody,2426,κακόκεφος
donated,2426,δωρεά
reich,2426,ράιχ
receiver,2426,δέκτης
semen,2425,σπέρμα
converted,2424,έχει μετατραπεί
rags,2424,κουρέλια
harness,2423,ιπποσκευή
slate,2423,σχιστόλιθος
padre,2423,ιερέας
sonya,2423,Σόνια
necessity,2422,ανάγκη
emails,2421,μηνύματα ηλεκτρονικού ταχυδρομείου
rumpole,2421,φλυαρία
orderly,2421,τακτικός
dinners,2421,δείπνα
assassins,2420,δολοφονίες
scold,2420,μαλώνω
certainty,2419,βεβαιότητα
marian,2419,Μαριανός
knox,2419,ιππότης
upright,2418,όρθιος
trek,2418,ταξίδι
patron,2418,προστάτης
reborn,2417,αναγεννημένος
reel,2417,καρούλι
typewriter,2417,γραφομηχανή
babes,2417,μωρά
sorrows,2417,θλίψεις
utmost,2416,ύψιστος
havin,2416,παραχώρηση
patsy,2415,παχουλός
governments,2415,κυβερνήσεις
bhai,2415,σούπα
privileges,2415,προνόμια
throats,2415,λαιμός
remotely,2414,ελάχιστα
glee,2414,χαρά
revolver,2414,περίστροφο
lockdown,2414,απαγόρευση κυκλοφορίας
woof,2413,υφάδι
brunch,2413,μεσημεριανό
dwell,2413,κατοικώ
coyote,2413,λύκος της Βόρειας Αμερικής
squat,2412,κοντόχονδρος
manic,2412,δούλος
groove,2411,ράβδωση
bangkok,2411,Μπανγκόκ
uncovered,2410,ακάλυπτος
mailbox,2409,γραμματοκιβώτιο
objections,2409,αντιρρήσεις
lynch,2409,θανατώ άνευ δίκης
scrape,2408,ξύνω
commandant,2408,διοικητής
swings,2408,κούνια
conventional,2408,συμβατικός
stockholm,2408,Στοκχόλμη
raises,2407,αυξήσεις
transaction,2407,συναλλαγή
iced,2407,παγωμένος
oy,2407,ey
paulo,2407,Πάουλο
ignition,2407,ανάφλεξη
beaches,2406,παραλίες
interpol,2406,Ιντερπόλ
epidemic,2403,επιδημία
honoured,2402,τιμημένος
shaggy,2402,δασύτριχος
friggin,2401,φρικιά
policies,2400,πολιτικές
statistics,2399,στατιστική
shattering,2399,θρυμματισμός
bah,2399,μπαχί
intercourse,2396,συνουσία
charms,2396,γοητεία
flashing,2396,αναβοσβήνει
destructive,2395,καταστρεπτικός
grilled,2395,ψημένο
oregon,2395,Όρεγκον
copied,2395,αντιγραφεί
hookers,2395,πόρνη
paycheck,2395,εκκαθαριστικό σημείωμα
solitude,2395,μοναξιά
panther,2395,πανθήρ
performances,2393,παραστάσεις
maids,2393,υπηρέτριες
exhausting,2393,πολύ κουραστικό
lambert,2392,λασπούλα
omega,2391,ωμέγα
belgium,2390,Βέλγιο
stationed,2390,σταθμευμένος
yankees,2390,Γιανίκες
liability,2390,Ευθύνη
x-rays,2390,ακτίνες Χ
whichever,2389,οποιοδήποτε
hunk,2388,μεγάλο κομμάτι
trout,2388,πεστρόφα
crystals,2387,κρύσταλλα
learns,2387,μαθαίνω
repent,2386,μετανοώ
prosperity,2386,ευημερία
literary,2385,λογοτεχνικός
assembled,2385,συναρμολογημένο
ounces,2384,ουγγιές
martyr,2384,μάρτυρας
northwest,2383,βορειοδυτικά
connecticut,2383,Κοννέκτικατ
privileged,2383,προνομιούχος
webster,2383,webster
excess,2382,υπέρβαση
unemployment,2380,ανεργία
viking,2380,πειρατής του βορρά
blackmailing,2379,εκβιασμός
munich,2379,Μόναχο
install,2378,εγκαθιστώ
arrogance,2378,αλαζονεία
jeopardy,2378,διακινδύνευση
hacker,2378,χάκερ
tongues,2377,γλώσσες
pleases,2377,ευχαριστεί
reset,2376,επαναφορά
risen,2376,ανερχόμενος
dependent,2376,εξαρτώμενος
sued,2376,αναιρεσίων
perkins,2376,κοίλο
goons,2375,χοώνες
macleod,2375,macleod
milady,2375,κυρία
wolfe,2375,βόλτα
abnormal,2374,ασυνήθιστος
bandage,2374,επίδεσμος
heed,2374,προσοχή
mabel,2373,μαβέλι
pronounced,2373,σαφής
bullying,2373,εκφοβισμός
charter,2373,ναύλωση
shelley,2372,Σέλλεϊ
turks,2372,Τούρκοι
litter,2372,σκουπίδια
standby,2371,αναμονή
izzy,2371,Izzy
ltd,2371,Ε.Π.Ε.
peaches,2370,ροδάκινα
angles,2370,γωνίες
kerry,2370,Κέρι
here-,2370,εδώ-
baths,2370,λουτρά
generate,2370,παράγω
cobb,2369,κόμπος
residue,2368,υπόλειμμα
composed,2367,απαρτίζεται
paco,2367,πύργος
kilo,2366,κιλό
immigrants,2366,μετανάστες
probable,2366,πιθανός
x.,2364,Χ.
enjoys,2364,απολαμβάνει
seeks,2363,επιδιώκει
newman,2363,νέος άντρας
vicinity,2362,γειτνίαση
flank,2361,πλευρά
der,2361,λοξοτομώ
clint,2361,Κλίντ
functioning,2361,λειτουργικός
horatio,2360,ορνιθώ
predictable,2360,αναμενόμενος
jedi,2359,jedi
scrambled,2359,συρρικνωμένος
expansion,2359,επέκταση
pittsburgh,2358,Πίτσμπουργκ
angus,2357,Άνγκους
natives,2357,ιθαγενής
bing,2356,πινγκόν
scarlet,2356,κόκκινος
itchy,2356,κνησμώδης
stirring,2356,ανακάτεμα
bedrooms,2356,υπνοδωμάτια
structures,2354,δομές
penn,2354,πέννα
ensign,2354,σημαία
barrels,2354,βαρέλια
voters,2354,ψηφοφόροι
madeleine,2353,μαντηρίνη
geoff,2353,τζζοφς
haste,2352,βιασύνη
existing,2352,υφιστάμενος
mcdonald,2352,McDonald
commotion,2352,αναταραχή
belonging,2352,ανήκει
extinct,2352,εξαφανισμένος
joints,2352,αρθρώσεις
bumper,2352,προφυλακτήρας
you`re,2351,Είσαι
mao,2351,Μάο
mare,2351,φοράδα
coleman,2350,επιθετικός
influenced,2350,επιρροή
heist,2350,ληστής
cynical,2350,κυνικός
input,2349,εισαγωγή
recite,2348,διηγούμαι
cary,2348,σταυρός
eagles,2347,αετοί
expired,2347,έχει λήξει
palms,2347,παλάμες
slash,2347,εγκοπή
bottoms,2347,πυθμένα
o.,2346,o.
columbus,2345,Κολόμβος
georges,2344,Γεόργκες
vous,2344,φουσκωμένος
exaggerate,2343,υπερβάλλω
l-,2343,μεγάλο-
guided,2343,οδηγούμενος με οδηγόν
pineapple,2343,ανανάς
spence,2342,στροβιλίζω
ankles,2341,αστράγαλος
morals,2340,ήθη
builds,2340,οικοδομεί
colleen,2340,κόρη
posing,2339,υποκρινόμενος
fireman,2338,πυροσβέστης
thorn,2338,αγκάθι
communities,2338,κοινότητες
lawson,2338,νόμος
workout,2338,προπόνηση
extraterrestrial,2337,εξωγήινος
raylan,2337,raylan
conceived,2337,σχεδιασμένος
tightly,2337,σφικτά
orlando,2337,Ορλάντο
tennessee,2337,Τενεσί
yeon,2336,γιο
diaz,2336,διαζός
fraser,2336,φραγκοστάφυλος
sleeves,2336,μανίκια
vacant,2336,κενός
infantry,2336,πεζικό
gallagher,2336,γκαζερ
booking,2336,κράτηση
oranges,2335,πορτοκάλια
rhodes,2334,Ρόδος
breakup,2334,χωρίζω
layla,2334,λαϊκός
purity,2333,καθαρότητα
honourable,2333,αξιότιμος
militia,2332,πολιτοφυλακή
j.d.,2332,J.D.
mechanics,2332,Μηχανική
mackenzie,2331,Mackenzie
bronx,2331,μπρονξ
realizes,2329,συνειδητοποιώ
hasty,2329,βιαστικός
colorful,2328,πολύχρωμα
ramp,2328,αναβαθμίδα
boulevard,2327,λεωφόρος
xavier,2327,ξυλόγλυπτος
intriguing,2327,συναρπαστικός
rook,2327,κορώνη
papi,2326,μπαμπί
callen,2326,καλέμες
atm,2325,ΑΤΜ
acquire,2325,αποκτώ
necks,2325,λαιμός
sinners,2325,αμαρτωλών
gents,2325,κυανών
episodes,2325,επεισόδια
oswald,2324,Oswald
dedicate,2324,αφιερώνω
rests,2324,στηρίζεται
pi,2323,πι
okay.,2323,εντάξει.
milord,2323,μιλόρδος
debut,2323,ντεμπούτο
interviewing,2321,συνέντευξη
occupy,2321,ασχολούμαι
aimed,2320,με στόχευση
emerged,2319,εμφανιζόμενος
sloan,2319,σόλο
restraining,2319,χαλιναγώγηση
cod,2318,γάδος
clarity,2318,σαφήνεια
daft,2318,τρελός
islamic,2317,ισλαμικός
calculated,2317,υπολογιζόμενος
lakes,2317,λίμνες
grumpy,2316,γκρινιάρης
ki,2316,κ.
picasso,2315,Πικάσο
eddy,2315,δίνη
consulting,2315,διαβούλευση
obstacles,2315,εμπόδια
pesos,2314,πέσος
nicolas,2314,Νικολάου
plotting,2314,κατασκευή διαγράμματος
infirmary,2314,ιατρείο
sermon,2313,κήρυγμα
manipulated,2313,χειραγωγημένος
scratches,2312,γρατζουνιές
aidan,2310,aidan
deeks,2310,λεροστρώματα
critic,2310,κριτικός
greasy,2310,λιπαρός
seung,2309,παραγεμίζω
zealand,2309,Ζηλανδία
supports,2307,στήριξη
anatomy,2306,ανατομία
agreeing,2306,συμφωνητικός
straightforward,2305,ειλικρινής
prejudice,2305,προκατάληψη
placing,2305,τοποθέτηση
flare,2304,φωτοβολίδα
milky,2304,γαλακτώδης
masterchef,2303,masterchef
vladimir,2303,Βλαδίμηρος
premiere,2303,πρεμιέρα
glamorous,2302,γοητευτικός
cinnamon,2302,κανέλα
syd,2302,συρδώνω
referee,2301,διαιτητής
threshold,2301,κατώφλι
civilisation,2301,πολιτισμός
sensor,2301,αισθητήρας
tends,2300,τάση
louisa,2299,Λουίζα
savages,2299,άγριος
emil,2298,εμίλιλος
torpedo,2298,τορπίλλη
ere,2297,πριν
housewife,2297,νοικοκυρά
tours,2296,περιηγήσεις
fossil,2296,απολίθωμα
replied,2296,απάντητος
abdomen,2296,κοιλιά
soak,2296,μουλιάζω
contestants,2296,διαγωνιζόμενοι
stretching,2295,εκτείνεται
princes,2295,πρίγκιπα
hoffman,2295,χόρδας
truman,2294,Τρούμαν
bumps,2294,προσκρούει
educational,2294,εκπαιδευτικός
outfits,2293,ρούχα
resurrection,2293,ανάσταση
latte,2293,λάτε
huang,2293,χουάνγκ
politically,2293,πολιτικώς
pratt,2293,αρπακτικός
whoosh,2293,ουρλιάζω
fran?πois,2292,φραντόης
ds,2292,DS
wiser,2292,σοφότερος
rejection,2292,απόρριψη
clutch,2291,συμπλέκτης
fusion,2291,σύντηξη
j.j.,2291,J.J.
gloomy,2291,ζοφερός
madly,2291,τρέλα
cambridge,2291,Cambridge
cocktails,2291,κοκτέιλ
lighthouse,2290,φάρος
treatments,2290,θεραπείες
chronic,2290,χρόνιος
fluids,2290,ρευστά
deleted,2289,διαγραμμένος
sustain,2289,συντηρώ
stanford,2289,Στάνφορντ
ahmed,2289,Αχμέντ
couid,2288,χνουδωτός
buyers,2288,αγοραστές
valet,2288,υπηρέτης
darius,2288,Δάρειος
nobel,2287,Νόμπελ
sank,2287,βυθίστηκε
southeast,2287,νοτιοανατολικός άνεμος
condemn,2287,καταδικάζω
resemblance,2287,ομοιότητα
suicidal,2286,αυτοκτονικός
wed,2286,νυμφεύομαι
packages,2286,πακέτα
taped,2286,κολλημένος
avatar,2286,είδωλο
wireless,2286,ασύρματος
paddle,2285,κουπί
lice,2285,ψείρες
tablets,2284,δισκίο
spreads,2284,εξαπλώνεται
itch,2284,φαγούρα
gibberish,2284,ασυναρτησίες
ingredient,2284,συστατικό
emilio,2284,Εμίλιο
prevented,2283,εμποδισμένος
withdrawal,2283,απόσυρση
porno,2283,πορνογραφία
pry,2283,εξετάζω
sexuality,2282,σεξουαλικότητα
br,2282,BR
vinnie,2282,πινέλο
oh-oh,2281,Ώχ Ώχ
considerate,2280,διακριτικός
sovereign,2279,κυρίαρχος
pas,2279,βήμα
voicemail,2279,εκφωνητής
?σ,2279,?σ
cadet,2278,δόκιμος
clarify,2277,διευκρινίζω
immature,2277,ανώριμος
t-shirts,2276,μπλουζάκια
marguerite,2276,μαργαρίτα
banished,2275,εκχρυσμένος
chemo,2275,χημειοθεραπεία
nicki,2275,Νίκι
dairy,2274,γαλακτοκομείο
attach,2273,συνδέω
murdock,2273,φουρκέτα
sliding,2273,ολίσθηση
spectacle,2273,θέαμα
pushes,2273,πιέζει
yin,2273,γιν
delusional,2271,παραληρητικός
allegiance,2271,υποταγή
slope,2271,κλίση
pooja,2271,πύργος
awareness,2270,επίγνωση
jed,2270,γέφυρας
decker,2270,βυθός
dino,2270,Ντίνο
roaming,2269,περιαγωγή
shores,2269,όχθες
l`m,2268,λιμνς
competitors,2268,συναγωνιστές
tomas,2268,τομά
overreacting,2268,υπερβολική αντίδραση
observing,2268,παρατηρητικός
paste,2267,Επικόλληση
wits,2267,πνεύμα
fiery,2267,φλογερός
typically,2266,τυπικά
eclipse,2266,έκλειψη
produces,2265,παράγει
oysters,2265,στρείδια
scraping,2264,ξύσιμο
pros,2263,πλεονεκτήματα
impose,2262,επιβάλλω
revenue,2262,έσοδα
alabama,2262,Αλαμπάμα
departed,2261,αποθάνοντες
user,2261,χρήστης
cracker,2260,παξιμάδι
hu,2260,χου
undoubtedly,2260,αναμφίβολα
arnie,2260,Άννι
mozart,2260,Μότσαρτ
dent,2259,βαθούλωμα
charmed,2259,γοητευμένος
spiral,2259,σπειροειδής
scans,2258,σαρώνει
hmmm,2258,χμμμ
ka,2258,κατσίκι
louisiana,2257,Λουιζιάνα
rumour,2257,φήμη
kirsten,2257,Κίρστλεν
touchdown,2256,τριβή
nadine,2256,νάτινα
posh,2256,σικ
correction,2256,διόρθωση
mornin,2256,πρωί
chubby,2255,παχουλός
manifest,2255,δηλωτικό
safest,2254,ασφαλέστερος
steroids,2254,στεροειδή
fleeing,2254,φευγαλέος
genie,2254,τζίνι
dakota,2253,Ντακότα
witchcraft,2252,μαγεία
s?φ,2252,φφφ
archives,2252,αρχεία
trance,2252,έκσταση
symphony,2251,συμφωνία
traumatic,2251,τραυματικός
rocco,2251,ρομπότ
skipping,2250,παραλείπω
frequent,2250,συχνάζω
modeling,2249,πρίπλασμα
sporting,2249,αθλητικός
affecting,2249,συγκινητικός
spacecraft,2249,διαστημόπλοιο
negotiation,2249,διαπραγμάτευση
talbot,2248,είδος κυνηγετικού σκύλου
reno,2248,Ρηνό
benton,2248,σκύβω πάνω από
calculate,2248,υπολογίζω
fiddle,2248,βιολί
sails,2247,ιστιοφόρο
stein,2246,πήλινη κανάτα
persistent,2246,επίμονος
despicable,2246,ποταπός
bruise,2246,μώλωπας
salem,2245,Σάλεμ
escapes,2244,διαφεύγει
mischief,2244,κακό
mckay,2243,McKay
cupcakes,2243,κέικ
brussels,2242,Βρυξέλλες
arc,2242,τόξο
ripper,2242,αντεροβγάλτης
ritchie,2241,Ρίτσι
'hara,2241,«Χάρι
vitamins,2241,βιταμίνες
cognac,2241,κονιάκ
careers,2240,καριέρα
sim,2240,μειρό
caps,2240,καλύμματα
imbecile,2240,ηλίθιος
steaks,2240,μπριζόλες
cove,2239,λιμανάκι
lair,2239,φωλιά
directing,2237,κατεύθυνση
stepfather,2237,πατριός
slammed,2237,χτύπημα
viral,2236,ιογενής
congregation,2236,εκκλησίασμα
illinois,2236,Ιλλινόις
helicopters,2234,ελικόπτερα
coco,2234,κακάο
crisp,2234,τραγανός
outrage,2233,προσβολή
flexible,2233,εύκαμπτος
goo,2233,κόλλα
licking,2233,γλείψιμο
funk,2232,φόβος
ice-cream,2232,παγωτό
prefers,2232,προτιμώ
tao,2231,τάο
captive,2231,αιχμάλωτος
montreal,2231,Μόντρεαλ
zen,2231,ζενός
cee,2231,κρατικός
knuckles,2231,αρδεύεις
canteen,2231,καντίνα
credibility,2230,αξιοπιστία
disconnected,2230,ασύνδετος
flats,2230,διαμερίσματα
controversial,2230,αμφιλεγόμενος
enthusiastic,2229,ενθουσιώδης
janey,2229,Τζέινι
cork,2228,φελλός
priorities,2228,προτεραιότητες
acute,2228,οξύς
icy,2228,παγωμένος
wormhole,2227,σκουληκότρυπα
