Word,Count,Translation,ZegedronCount
phenomenal,2027,φαινομενικός,0
czech,2027,Τσέχος,0
maneuver,2027,ελιγμός,0
tremble,2027,τρέμω,0
hooking,2026,αγκώνας,0
screeches,2026,σκυλάκι,0
moons,2026,φεγγάρια,0
ae,2025,αι,0
sweetness,2024,γλύκα,0
disrespectful,2024,ασεβής,0
dane,2024,Δανός,0
consulate,2024,προξενείο,0
bounced,2024,αναπήδησε,0
parenting,2023,γονιμοποίηση,0
robberies,2023,ληστείες,0
remark,2022,παρατήρηση,0
hilary,2022,Χίλαρι,0
logo,2022,λογότυπο,0
describing,2022,περιγράφοντας,0
scalpel,2022,χειρουργικό νυστέρι,0
cecilia,2021,κηλίδα,0
strangest,2021,παράξενος,0
jaime,2021,τζάιμος,0
seymour,2021,σέυμα,0
big-time,2021,μεγάλος χρόνος,0
competent,2021,ικανός,0
bein,2021,φτερωτός,0
bi,2020,ΒΙ,0
lectures,2020,διαλέξεις,0
basics,2020,βασικά στοιχεία,0
texture,2019,υφή,0
leftovers,2019,αποφάγια,0
wimp,2019,κούτσουρο,0
conquest,2019,κατάκτηση,0
norris,2019,νάρις,0
mounted,2019,έφιππος,0
pens,2019,στυλό,0
contestant,2019,αγωνιζόμενος,0
algorithm,2018,αλγόριθμος,0
columns,2018,στήλες,0
chile,2018,χιλή,0
wails,2018,θρήνος,0
decree,2017,διάταγμα,0
jeremiah,2017,Ιερεμία,0
rewrite,2017,ξαναγράφω,0
'so,2017,'Έτσι,0
momentum,2017,ορμή,0
cadillac,2016,κάδοο,0
attorneys,2016,δικηγόροι,0
apes,2016,πιθήκων,0
captioning,2016,υπότιτλος,0
desmond,2015,εργοστάσιο,0
lesbians,2015,λεσβίες,0
fairies,2015,νεράιδα,0
monitors,2014,παρακολουθεί,0
hua,2014,χούα,0
weighing,2014,ζύγισμα,0
roasted,2014,ψητό,0
discovering,2014,ανακαλύψιμο,0
alzheimer,2014,Αλτσχάιμερ,0
subpoena,2014,κλήτευση,0
foe,2013,εχθρός,0
hicks,2013,χασπαλιστικά,0
cm,2013,εκ,0
circuits,2012,κυκλώματα,0
nag,2012,αλογάκι,0
hiking,2012,πεζοπορία,0
stepmother,2012,μητριά,0
personalities,2011,προσωπικότητες,0
formally,2011,επίσημα,0
revive,2011,ανασταίνω,0
unnatural,2011,αφύσικος,0
pip,2010,κουκούτσι,0
betraying,2010,προδοσία,0
renting,2010,ενοικίαση,0
prizes,2010,βραβεία,0
onstage,2010,στη σκηνή,0
comfy,2010,άνετος,0
heath,2009,ρείκι,0
marrow,2009,μεδούλι,0
blaine,2009,κοίλος,0
minority,2009,μειονότητα,0
marcos,2008,Μάρκος,0
portable,2008,φορητός,0
popularity,2008,δημοτικότητα,0
telegraph,2007,τηλεγράφος,0
hayden,2007,χορόν,0
hesitation,2007,δισταγμός,0
sylvester,2007,σχήμα,0
alistair,2006,αλυσίδα,0
cluster,2006,σύμπλεγμα,0
grandad,2006,παππού,0
jog,2005,σκούντημα,0
slay,2005,σκοτώνω,0
sparkling,2004,αφρώδης,0
shithead,2004,στριφογυρίζω,0
tiring,2004,κουραστικός,0
ooo,2004,μαργαρίτα,0
germs,2004,μικρόβιο,0
fuhrer,2003,φλυτζανάς,0
handbag,2003,τσάντα,0
unlimited,2003,απεριόριστος,0
thumping,2003,πελώριος,0
vinegar,2003,ξύδι,0
splinter,2003,σκλήθρα,0
supposing,2002,υποτίθεται,0
faults,2002,σφάλματα,0
remarkably,2002,σημαντικά,0
sketches,2002,σκίτσα,0
nineteen,2001,δεκαεννέα,0
enchanted,2001,μαγευμένος,0
hari,2001,Χάρι,0
respectful,2001,γεμάτος σεβασμό,0
bien,2000,βιοκάρσιο,0
honk,2000,κορνάρισμα,0
doughnut,2000,ντόνατ,0
tags,2000,ετικέτες,0
wrapping,2000,τύλιγμα,0
tar,2000,πίσσα,0
om,1999,ωμ,0
dinozzo,1999,dinozzo,0
ducky,1999,παχουλός,0
unfaithful,1999,άπιστος,0
delia,1999,Δελία,0
rae,1999,ραβδίνα,0
jojo,1999,jojo,0
stance,1998,στάση,0
barker,1998,κράχτης,0
financially,1998,οικονομικά,0
clam,1997,αχιβάδα,0
clanking,1997,κτύπημα,0
sarcastic,1997,σαρκαστικός,0
blur,1997,θολούρα,0
organizing,1997,οργανωτικός,0
nosy,1997,περίεργος,0
boyle,1996,όγκος,0
pasha,1996,πασάς,0
my-,1996,μου-,0
attacker,1995,επιτεθείς,0
horribly,1995,φρικφώς,0
inject,1995,κάνω ένεση,0
descend,1995,κατεβαίνω,0
wi,1995,WI,0
're-,1995,'σχετικά με-,0
liberated,1994,ελευθερωμένος,0
burner,1994,καυστήρας,0
fluffy,1994,αφράτο,0
melancholy,1993,μελαγχολία,0
puppets,1993,μαριονέτες,0
anal,1993,πρωκτικός,0
grieve,1992,θλίβομαι,0
awe,1992,δέος,0
gallons,1992,γαλόνια,0
earring,1991,σκουλαρίκι,0
unprecedented,1990,άνευ προηγουμένου,0
yank,1990,τινάσσομαι,0
jamaica,1990,Ιαμαϊκή,0
brutally,1989,άγρια,0
extortion,1989,εκβιασμός,0
guardians,1989,κηδεμόνες,0
disciples,1989,μαθητές,0
simultaneously,1988,ΤΑΥΤΟΧΡΟΝΑ,0
elves,1988,ξωτικά,0
malibu,1988,Μαλίμπου,0
lupin,1987,άγριος,0
postman,1987,ταχυδρόμος,0
neville,1987,Νεβίλ,0
senseless,1987,αναίσθητος,0
chapman,1987,χάπαν,0
sittin,1986,σίττινος,0
hostel,1986,ξενοδοχείο,0
marcia,1986,Μαρκία,0
melvin,1986,Μελβίνος,0
cockroach,1985,κατσαρίδα,0
clamp,1985,σφιγκτήρας,0
poets,1985,ποιητές,0
chemist,1985,χημικός,0
professionally,1984,επαγγελματικώς,0
faded,1984,ξεθωριασμένος,0
vargas,1984,Βάργκας,0
gunpowder,1984,πυρίτιδα,0
inc,1983,Inc,0
gala,1983,εορτάσιμος,0
surroundings,1983,περιβαλλοντας ΧΩΡΟΣ,0
wisconsin,1983,Ουισκόνσιν,0
rivals,1983,αντίπαλος,0
cackling,1982,χάπια,0
withstand,1982,αντέχω,0
contemporary,1982,σύγχρονος,0
harlem,1982,Χάρλεμ,0
half-hour,1982,μισή ώρα,0
marlon,1982,μαρτυρικό,0
endured,1981,να υπομείνει,0
arsenal,1981,οπλοστάσιο,0
underway,1981,σε εξέλιξη,0
donuts,1981,ντόνατς,0
daryl,1980,Ντάριλ,0
frickin,1980,κροτίδα,0
injected,1980,ένεση,0
digs,1980,σκάφος,0
siegfried,1979,σέγκφιντ,0
elisabeth,1979,Ελισάβετ,0
billionaire,1979,δισεκατομμυριούχος,0
cardboard,1978,χαρτόνι,0
hugs,1978,αγκαλιές,0
'an,1978,'ένα,0
bandages,1978,επιδέσμοι,0
everlasting,1977,αιώνιος,0
liverpool,1977,Λίβερπουλ,0
cooperative,1977,συνεργατική,0
diploma,1977,δίπλωμα,0
neural,1976,νευρικός,0
fortunes,1976,τύχη,0
rural,1976,αγροτικός,0
abbott,1975,abbott,0
receptionist,1975,Υπεύθυνος υποδοχής,0
antiques,1975,αντίκες,0
labels,1975,ετικέτες,0
sizes,1974,μεγέθη,0
millennium,1974,χιλιετηρίδα,0
layout,1973,διάταξη,0
immoral,1973,ανήθικος,0
manages,1973,διαχειρίζομαι,0
hisses,1972,γουρλίσι,0
usher,1972,κλητήρας,0
impulsive,1972,παρορμητικός,0
pollution,1971,ρύπανση,0
admirer,1971,θαυμαστής,0
'r,1971,«r,0
rejoice,1971,χαίρομαι,0
iowa,1970,Αϊόβα,0
marlene,1970,μαρτυρία,0
hindi,1969,Χίντι,0
holder,1969,κάτοχος,0
squeezed,1968,συμπιεσμένος,0
merge,1968,συγχώνευση,0
journalism,1968,δημοσιογραφία,0
nominated,1968,διορισμένος,0
sundown,1968,δύση ηλίου,0
assistants,1967,βοηθών,0
miraculous,1967,θαυματουργός,0
stared,1967,κοίταξε,0
prescribed,1967,συνταγογραφούμενος,0
lotta,1967,λώτα,0
swearing,1966,ορκωμοσία,0
guarantees,1966,εγγυήσεις,0
massachusetts,1966,Μασαχουσέτη,0
junction,1966,διασταύρωση,0
consumption,1966,κατανάλωση,0
astrid,1966,Άστριτς,0
metropolis,1966,μητρόπολη,0
iceland,1966,Ισλανδία,0
bridal,1965,γάμος,0
virgins,1965,παρθένες,0
victorious,1965,νικηφόρος,0
squirt,1964,ράντισμα,0
pads,1963,μαξιλαράκια,0
modified,1963,τροποποιημένος,0
hanson,1963,Χάνσον,0
casket,1963,φέρετρο,0
blaze,1963,φλόγα,0
kimble,1962,είδος,0
cliffs,1962,βραχώδεις ακτές,0
destroyer,1962,αντιτορπιλικό,0
offshore,1962,κοντά στη στεριά,0
tendency,1961,τάση,0
nip,1961,τσιμπώ,0
scanning,1961,έρευνα,0
first-class,1961,πρώτη τάξη,0
viva,1960,γηπεδούχος,0
intensive,1960,εντατικός,0
gustav,1960,γούστα,0
endangered,1960,υπο ΕΞΑΦΑΝΙΣΗ,0
va,1960,άδεια,0
circling,1959,κύλινδρος,0
ave,1959,παίζω,0
stashed,1959,περιπλανώμενος,0
das,1958,δάση,0
backward,1958,οπισθοδρομικός,0
hai,1958,χαϊ,0
chamberlain,1958,αρχιθαλαμηπόλος,0
sari,1958,σάρη,0
thermal,1958,θερμικός,0
opponents,1958,αντίπαλοι,0
fiber,1958,ίνα,0
last-minute,1958,της τελευταίας στιγμής,0
toto,1957,τότο,0
circumstance,1957,περίσταση,0
geography,1957,γεωγραφία,0
stargate,1956,αστεροειδής,0
interpret,1956,ερμηνεύω,0
sicily,1955,Σικελία,0
pisses,1955,τσουγκράνα,0
preaching,1955,κήρυγμα,0
transporter,1955,μεταφορέας,0
bosom,1955,στήθος,0
salsa,1955,σάλσα,0
eighty,1955,ογδόντα,0
shred,1955,κομματάκι,0
dread,1954,φόβος,0
duration,1954,διάρκεια,0
beggars,1954,ζητιάνοι,0
mein,1954,μελαντός,0
josephine,1954,Ιωσηφίνα,0
networks,1954,δίκτυα,0
formality,1953,διατύπωση,0
heater,1953,θερμάστρα,0
par,1953,par,0
smug,1952,αυτάρεσκος,0
ordeal,1952,δοκιμασία,0
rhonda,1952,Ροντά,0
agriculture,1952,γεωργία,0
aigoo,1952,aigoo,0
katya,1951,κατσίκα,0
fowler,1951,αφανής,0
descended,1951,απογοητευμένος,0
lasting,1951,διαρκής,0
abyss,1951,άβυσσος,0
marries,1950,παντώς,0
aurora,1950,αυγή,0
sleigh,1950,έλκηθρο,0
frenchman,1948,Γάλλος,0
rouge,1948,ρουζ,0
survives,1948,επιβιώνει,0
margo,1947,μάζα,0
redhead,1947,κοκκινομάλλης,0
terrence,1947,τερνεία,0
creativity,1946,δημιουργικότητα,0
dominant,1946,κυρίαρχο,0
isis,1946,Ίσις,0
kip,1946,δέρμα μόσχου ακατέργαστου,0
corny,1946,κακής ποιότητος,0
aubrey,1946,aubrey,0
graphic,1946,γραφικός,0
irrational,1945,παράλογος,0
mathematical,1945,μαθηματικός,0
sacked,1945,απολυμένος,0
paws,1945,τα πόδια,0
chariot,1944,άρμα,0
havoc,1944,πανωλεθρία,0
andreas,1944,Αντρέας,0
midget,1944,νάνος,0
celestial,1944,ουράνιος,0
cetera,1944,κλίση,0
nino,1944,νάνο,0
upgrade,1943,αναβαθμίζω,0
blasting,1943,ανατίναξη,0
skulls,1943,κρανία,0
it-it,1943,είναι,0
mean-,1942,σημαίνω-,0
videotape,1942,βιντεοκασέτα,0
wedded,1942,παντρεμένος,0
babysit,1942,μωρός,0
ancestor,1942,πρόγονος,0
transit,1941,διαμετακόμιση,0
rained,1941,βρέθηκε,0
thingy,1940,πράγματος,0
wellington,1940,Γουέλινγκτον,0
abide,1940,συμμορφώνομαι,0
reserves,1940,αποθεματικά,0
'they,1940,'αυτοί,0
rim,1939,χείλος,0
chico,1939,ερεθίσιος,0
settles,1939,εγκαθίσταται,0
decisive,1938,αποφασιστικός,0
motors,1938,κινητήρας,0
cheesy,1937,τυρώδης,0
symbolic,1937,συμβολικός,0
roxy,1936,θόρυβος,0
clink,1936,χτυπώ,0
handicapped,1936,αναπηρία,0
mating,1936,ζευγάρωμα,0
cranky,1936,εκκεντρικός,0
brightest,1936,λαμπρότερος,0
molecules,1936,μόρια,0
meyer,1936,Meyer,0
sheridan,1935,Σέρινταν,0
sorry.,1935,συγνώμη.,0
animation,1935,κινουμένων σχεδίων,0
grail,1935,άγιο ποτήριο,0
voluntarily,1934,οικειοθελώς,0
creeping,1934,σπατάλη,0
furnace,1934,κάμινος,0
thine,1934,δικό σου,0
titus,1933,Τίτος,0
pierced,1933,διάτρητος,0
bu,1933,ευσπλαχνία,0
chinatown,1933,Κινατουν,0
slade,1933,σχίσμα,0
sai,1932,σάι,0
toothpaste,1932,οδοντόκρεμα,0
cuddle,1931,αγκαλιάζω,0
langley,1931,λουκάνης,0
egyptians,1931,Αιγύπτιοι,0
bankruptcy,1930,πτώχευση,0
lever,1930,μοχλός,0
shaman,1930,σαμάνος,0
nipple,1930,θηλή,0
weeds,1930,πένθιμα ενδύματα χήρας,0
becker,1929,μπέκερ,0
reacted,1929,αντέδρασε,0
mashed,1928,πουρές,0
sloane,1927,σάλιο,0
regent,1927,αντιβασιλέας,0
bentley,1927,μπέντλεϊ,0
tiles,1927,πλακάκια,0
decoy,1927,δόλωμα,0
crusade,1927,σταυροφορία,0
vivid,1926,ζωηρός,0
slides,1926,διαφάνειες,0
jennings,1925,Τζένινγκς,0
catering,1925,τροφοδοσία,0
dishonest,1925,ανέντιμος,0
subs,1924,υπογείωση,0
lurking,1924,δόλιος,0
airplanes,1924,αεροπλάνα,0
shaky,1924,επισφαλής,0
barren,1923,άγονος,0
alligator,1923,αλλιγάτορας,0
moth,1923,σκώρος,0
uncover,1922,αποκαλύπτω,0
lorna,1922,λόρνα,0
axel,1922,άξονας,0
expressing,1922,εκφραστικός,0
clacking,1922,κλίση,0
doggie,1922,σκυλάκι,0
airlines,1921,αεροπορικές εταιρείες,0
dum,1921,δάθος,0
unicorn,1921,μονόκερος,0
jackets,1921,μπουφάν,0
goofy,1921,ανόητος,0
marcy,1921,μάρκα,0
businessmen,1920,επιχειρηματίες,0
bums,1920,αλήτες,0
folded,1920,διπλωμένος,0
defender,1920,ΥΠΕΡΑΣΠΙΣΤΗΣ,0
alarmed,1920,ανησυχητικός,0
goody,1919,γλύκισμα,0
noose,1919,θηλιά,0
chic,1919,σικ,0
forgiving,1918,επιεικής,0
thatcher,1918,Θάλακος,0
index,1918,δείκτης,0
blush,1917,κοκκινίζω,0
fertile,1917,εύφορος,0
amateurs,1917,ερασιτέχνες,0
deliveries,1916,παραδόσεις,0
armour,1916,πανοπλία,0
werner,1915,βρώμχος,0
shits,1915,σπατάλη,0
twinkle,1915,ανοιγοκλείω τα βλέφαρα,0
parted,1915,χωρισμένος,0
syndicate,1915,συνδικάτο,0
alexandra,1915,Αλεξάνδρα,0
righty,1914,σωστός,0
regions,1914,περιοχές,0
technician,1913,τεχνικός,0
waffles,1913,βαφουλ,0
skirts,1913,φούστες,0
baroness,1913,βαρόνη,0
castro,1913,Κάστρο,0
malfunction,1912,δυσλειτουργία,0
memorable,1912,αξιομνημόνευτος,0
middle-aged,1912,μεσήλικας,0
thea,1912,θεία,0
calories,1912,θερμίδες,0
cuisine,1912,κουζίνα,0
motorbike,1912,μοτοσικλέτα,0
snoop,1911,κατασκοπεύω,0
acknowledged,1911,αναγνωρισμένος,0
spelled,1911,είδος σίτου,0
evolve,1910,αναπτύσσω,0
cox,1909,πηδαλιούχος λέμβου,0
sedative,1908,καταπραϋντικό,0
array,1908,πίνακας,0
tenderness,1908,τρυφερότητα,0
klingon,1907,Κλίνγκον,0
garland,1907,γιρλάντα,0
smuggled,1906,λαθραίος,0
nicola,1906,Νικολάου,0
raju,1906,raju,0
reversed,1905,αντιστρεπτός,0
royce,1905,κυλίνδρος,0
beforehand,1905,Εκ των προτέρων,0
continuous,1905,συνεχής,0
yoko,1905,χορεύς,0
cecil,1905,καραμέλας,0
seniors,1904,ηλικιωμένοι,0
mri,1904,μαγνητική τομογραφία,0
synthetic,1904,συνθετικός,0
forgave,1904,συγχωρούμαι,0
discoveries,1904,ανακαλύψεις,0
kimmy,1904,κιμά,0
agitated,1904,ταραγμένος,0
attendance,1903,παρουσία,0
maple,1903,σφεντάμι,0
pools,1902,πισίνα,0
wanker,1902,καραμέλας,0
casa,1902,καραμέλα,0
firearms,1902,πυροβόλα όπλα,0
offenders,1902,παραβάτες,0
obligations,1901,υποχρεώσεις,0
moan,1901,γκρίνια,0
signor,1901,κύριος,0
graffiti,1900,γκράφιτι,0
supplied,1900,προμηθευμένος,0
linen,1900,ΛΕΥΚΑ ΕΙΔΗ,0
defect,1900,ελάττωμα,0
patriotic,1900,πατριωτικός,0
ethical,1900,ηθικά,0
pest,1900,επιδημία,0
lengths,1900,μήκη,0
vin,1899,αψίδα,0
minnie,1899,μίνι,0
spectrum,1898,φάσμα,0
distinction,1898,διάκριση,0
decorate,1898,διακοσμώ,0
bounds,1898,όρια,0
hums,1897,βουητό,0
mandarin,1897,μανταρίνι,0
reluctant,1897,απρόθυμος,0
rand,1896,άκρα,0
retain,1896,διατηρώ,0
justine,1895,Τζοουντίνος,0
educate,1895,εκπαιδεύσει,0
minnesota,1895,Μινεσότα,0
mp,1894,βουλευτής,0
cruiser,1894,καταδρομικό,0
permits,1894,επιτρέπει,0
screwdriver,1894,κατσαβίδι,0
exploration,1894,εξερεύνηση,0
mace,1894,σκήπτρο,0
newborn,1893,νεογέννητος,0
shivering,1893,τουρτούρισμα,0
slime,1893,Χλαπάτσα,0
oddly,1893,παράδοξα,0
badger,1892,ασβός,0
bruised,1892,μώλωπης,0
luigi,1892,Λουίγκι,0
attaboy,1892,attaboy,0
eyeballs,1892,μάτια,0
institutions,1891,ιδρύματα,0
panama,1891,Παναμάς,0
boundary,1891,Όριο,0
hypothesis,1891,υπόθεση,0
ffff00,1891,FFFF00,0
drought,1891,ξηρασία,0
rembrandt,1891,Ρέμπραντ,0
absorbed,1891,απορροφημένος,0
clinking,1890,κτύπος,0
executioner,1890,δήμιος,0
darts,1889,βέλη,0
catalina,1889,Καταλίνα,0
lured,1889,δειλός,0
lingerie,1889,εσώρουχα,0
gon,1888,κονσερβός,0
flaws,1888,ατέλειες,0
thinner,1888,λεπτότερος,0
lucien,1887,Λουκένι,0
tug,1886,ρυμουλκό,0
cornered,1886,γωνιαίος,0
bertie,1886,καραμέλα,0
uptown,1885,Ανω πόλη,0
clash,1885,σύγκρουση,0
aerial,1885,εναέριος,0
hansen,1884,Χάνσεν,0
relentless,1884,αμείλικτος,0
viable,1884,βιώσιμος,0
raul,1884,Ραούλ,0
wen,1884,σαρκώδης κύστη,0
scholars,1883,μελετητές,0
marley,1883,μαρμελάδα,0
limitations,1883,περιορισμοί,0
shelves,1883,ράφια,0
funerals,1882,κηδείες,0
criticize,1882,κριτικάρω,0
jacqueline,1882,ζακέλι,0
forrest,1882,για ξεκούραση,0
shaun,1882,σάουν,0
continental,1881,ευρωπαϊκός,0
bookstore,1881,βιβλιοπωλείο,0
balanced,1881,ισορροπημένος,0
workplace,1881,ΧΩΡΟΣ ΕΡΓΑΣΙΑΣ,0
theta,1881,θήτα,0
ramsey,1881,ερυθρός,0
dixie,1880,είδος,0
bankers,1880,τραπεζίτες,0
dumbass,1880,χαζός,0
superstitious,1880,προληπτικός,0
clause,1880,ρήτρα,0
fudge,1879,μωρολογώ,0
bennet,1879,πτερύγιο,0
assignments,1879,αποστασιοποιήσεις,0
councilman,1879,σύμβουλος,0
slogan,1879,σύνθημα,0
trinity,1878,τριάδα,0
quadrant,1878,τεταρτοκύκλιο,0
boarded,1878,επιβιβασμένος,0
ivory,1877,ελεφαντόδοντο,0
velocity,1877,ταχύτητα,0
composer,1877,συνθέτης,0
mccarthy,1877,McCarthy,0
initiated,1877,ξεκίνησε,0
covert,1877,συγκαλυμμένος,0
builder,1877,οικοδόμος,0
insignificant,1877,ασήμαντος,0
dire,1877,τρομερός,0
gears,1877,γρανάζια,0
comply,1876,συμμορφώνομαι,0
credentials,1876,διαπιστευτήρια,0
organizations,1876,οργανώσεις,0
applaud,1876,χειροκροτώ,0
trend,1876,τάση,0
providence,1875,πρόνοια,0
sparkle,1875,λάμπω,0
chump,1875,κούτσουρο,0
derrick,1875,γερανός,0
donations,1875,δωρεές,0
flooding,1874,πλημμύρα,0
maintained,1874,διατηρημένος,0
snowing,1874,χιόνι,0
shaolin,1874,Shaolin,0
ladyship,1874,ευγένεια,0
artifacts,1874,αντικείμενα,0
allegedly,1874,φέρεται ότι,0
howl,1874,ουρλιάζω,0
deploy,1874,αναπτύσσω,0
showtime,1874,εκδήλωση,0
thornton,1873,βρώμχος,0
deposition,1873,κατάθεση,0
fractures,1873,κατάγματα,0
handshake,1873,χειραψία,0
neglect,1872,παραμέληση,0
adapted,1872,προσαρμοσμένος,0
patrols,1872,περιπολίες,0
bess,1872,φουσκωτό,0
cyber,1872,κυβερνοχώρος,0
hetty,1871,πεντάτιος,0
protocols,1871,πρωτόκολλα,0
overdue,1870,εκπρόθεσμος,0
slayer,1870,φονιάς,0
headphones,1870,ακουστικά,0
identities,1870,ταυτότητα,0
appoint,1870,διορίζω,0
rotation,1869,περιστροφή,0
solely,1869,μόνο,0
tasha,1869,τάσμα,0
aging,1869,γηράσκων,0
pitching,1869,στήριγμα,0
examining,1868,εξέταση,0
viewing,1868,προβολή,0
memorize,1868,απομνημονεύω,0
freshen,1868,δροσίζομαι,0
mango,1867,μάνγκο,0
valued,1867,πολύτιμος,0
sonar,1867,υποβρύχιο ραντάρ,0
crichton,1865,crichton,0
decay,1865,φθορά,0
eu,1865,ΕΕ,0
nightfall,1865,σούρουπο,0
olives,1865,ελιές,0
miniature,1865,μικρογραφία,0
omen,1865,οιωνός,0
kristin,1864,Κριστίν,0
bai,1864,καραμέλα,0
what-what,1864,τι τι,0
chum,1864,στενός φίλος,0
posse,1864,απόσπασμα χωροφυλακής,0
mutiny,1863,ανταρσία,0
toaster,1863,φρυγανιέρα,0
span,1862,σπιθαμή,0
jumbo,1862,μέγα άτομο ζώο,0
blames,1862,κατηγορεί,0
mystical,1862,μυστηριώδης,0
researchers,1862,ερευνητές,0
exposing,1861,εκθέτοντας,0
dung,1861,κοπριά,0
welsh,1861,δεν πληρώνω τα οφειλόμενα,0
frat,1861,όγκος,0
waterfall,1861,υδατόπτωση,0
lifts,1861,ανελκυστήρα,0
disgusted,1861,αηδιάζων,0
yikes,1861,γηπέδου,0
windshield,1861,ανεμοθώρακας,0
akira,1860,Ακίρα,0
maintaining,1860,συντηρητικός,0
receives,1860,παραλαμβάνει,0
plantation,1860,φυτεία,0
antenna,1860,κεραία,0
bodyguards,1860,σωματοφύλακες,0
havana,1859,Αβάνα,0
anya,1859,Anya,0
edit,1859,επεξεργασία,0
superficial,1859,επιπόλαιος,0
allergies,1859,αλλεργίες,0
invites,1859,προσκαλεί,0
comparing,1859,σύγκριση,0
dirk,1858,στιλέτο,0
cartoons,1858,κοινουμενα σχεδια,0
mexicans,1858,Μεξικανοί,0
timber,1858,ξυλεία,0
supervision,1858,εποπτεία,0
siberia,1857,Σιβηρία,0
winding,1856,κούρδισμα,0
rust,1856,σκουριά,0
intensity,1856,ένταση,0
hiccup,1856,λόξυγγας,0
francois,1856,φραγκόης,0
johan,1856,Γιοχάν,0
jogging,1855,τροχαία,0
confrontation,1855,αντιμετώπιση,0
flyers,1855,φυλλάδια,0
trustworthy,1855,αξιόπιστος,0
jarvis,1855,βάρβις,0
coaster,1854,ακτοπλόων,0
paragraph,1854,παράγραφος,0
mosquitoes,1854,κουνούπια,0
adios,1854,adios,0
lovin,1853,λατρεύω,0
unexpectedly,1853,απρόσμενα,0
russo,1853,Ράσο,0
amuse,1853,διασκεδάζω,0
splashing,1852,πιτσύματος,0
soviets,1852,Σοβιετικά,0
lorry,1852,είδος φορτηγού κάρρου,0
dominate,1852,επικρατώ,0
bundy,1852,μεβουλάκι,0
howie,1852,πτέρυγα,0
jp,1851,jp,0
unreal,1851,φανταστικός,0
screens,1851,οθόνες,0
mouthing,1851,πύργος,0
ziggy,1851,ζιγκό,0
failures,1851,αποτυχία,0
commanded,1850,εντολή,0
recon,1850,επαναπροσδιορίζω,0
representation,1850,αναπαράσταση,0
bending,1850,κάμψη,0
gallant,1850,γενναίος,0
satisfying,1850,ικανοποιητικός,0
cheater,1849,κλέφτης,0
pornography,1849,πορνογραφία,0
urn,1849,δοχείο,0
assign,1849,αναθέτω,0
uncles,1848,θείος,0
vine,1848,άμπελος,0
auspicious,1848,ευοίωνος,0
tripping,1848,ανάλαφρος,0
seafood,1847,θαλασσινά,0
mellow,1847,ώριμος,0
announcing,1846,ανακοινώνοντας,0
resumes,1846,εορταστά,0
hawaiian,1846,Χαβάη,0
ac,1846,μετα Χριστον,0
centers,1845,κέντρα,0
adultery,1845,μοιχεία,0
scatter,1844,σκορπίζω,0
lotion,1844,λοσιόν,0
opposing,1843,αντιτιθέμενος,0
dominated,1843,κυριαρχημένος,0
unpack,1842,ανοίγω τις αποσκευές,0
violate,1842,παραβιάζω,0
transmit,1842,διαβιβάζει,0
testicles,1842,όρχεως,0
zhao,1841,Ζάο,0
ames,1840,Ames,0
t.c.,1840,T.C.,0
kayla,1839,καΐλα,0
hungary,1839,Ουγγαρία,0
albums,1839,άλμπουμ,0
well-being,1839,ευεξία,0
porridge,1839,χυλός,0
gavel,1839,σφύρα πρόεδρου,0
prem,1839,πριμοδότηση,0
rattles,1838,κουδουνίσματα,0
eliot,1838,Ελιότ,0
titties,1838,ταβουριά,0
strengthen,1837,δυναμώνω,0
sensitivity,1836,ευαισθησία,0
fitzgerald,1836,Fitzgerald,0
tamara,1836,ταμαράρα,0
removal,1836,μετακίνηση,0
sacks,1835,σάκοι,1
downloaded,1835,λήψη,0
morocco,1835,Μαρόκο,0
sniffling,1835,δυσκολία,0
crowns,1835,κορώνα,0
saddam,1835,Σαντάμ,0
nerds,1835,νεράιδα,0
accepts,1835,αποδέχεται,0
hive,1835,κυψέλη,0
radha,1835,ραδά,0
outdoor,1834,ΕΞΩΤΕΡΙΚΟΥ ΧΩΡΟΥ,0
raquel,1834,Ρακέλ,0
dew,1834,δροσιά,0
ing,1834,ενέκωση,0
mt,1834,MT,0
currents,1833,ρεύματα,0
explanations,1833,εξηγήσεις,0
soaking,1833,μούσκευμα,0
tanaka,1833,βουνό,0
vitals,1832,ζωτικά όργανα,0
navigation,1832,πλοήγηση,0
joins,1832,ενώνει,0
intrigued,1831,ενθουσιασμένος,0
harp,1831,άρπα,0
f??hrer,1831,φουνταλς,0
margin,1831,περιθώριο,0
everett,1831,everett,0
anthem,1831,ύμνος,0
aa,1831,αα,0
kylie,1831,κυλίνδρος,0
'c,1830,'ντο,0
distracting,1830,αποσπούν την προσοχή,0
fertility,1830,γονιμότητα,0
amazingly,1830,καταπληκτικά,0
horrific,1829,φρικιαστικός,0
indictment,1829,κατηγορητήριο,0
superstition,1829,δεισιδαιμονία,0
ultrasound,1829,υπέρηχος,0
shifted,1829,μετατοπίστηκε,0
sincerity,1829,ειλικρίνεια,0
hamburg,1828,Αμβούργο,0
davy,1828,δοχείο,0
trashed,1828,τραυματισμένος,0
casper,1827,καραμέλας,0
dumplings,1827,ζυμαρικά,0
digest,1827,σύνοψη,0
whacked,1827,ξεθεωμένος,0
jacks,1826,γρύλος,0
kiddin,1826,παιγνίδι,0
casualty,1826,ατύχημα,0
bethany,1826,βέθανος,0
thump,1825,γροθιά,0
proportion,1825,ποσοστό,0
quantity,1824,ποσότητα,0
janine,1824,παράσταση,0
deceiving,1824,εξαπατητικός,0
